miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-4678	0	0	0	0.715261	0	0	0.32237	0	0.343624	0.345108	0	0	0.604094	0.892175	0.80061	0	0	0	0	0	0.198563	0	0.619424	0.145826	0.217747	0	0	0	0.267645	0	0.386365	0	0	0	0	0	0	0.135485	0.238737	0	0	0.511048	0	0.402987	0	0	0.295068	0.566919	0	0.321775	0	0	0.259316	0	0	0	0.403396	0.465424	0.223388	0	0.231983	0	0	0	0	0
hsa-mir-4679-1	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4679-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403396	0	0	0	0	0	0	0	0	0
hsa-mir-4680	0.139002	0.117718	0.4047	0.11921	0.419134	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0	0	0.198563	0	0	0.145826	0	0	0	0.163393	0	0	0	0	0	0.398763	0	0.281087	0	0	0	0.25553	0	0	0	0	0.171715	0	0	0	0	0	0.253331	0	0.129658	0	0	0.125151	0	0	0	0	0	0	0	0.196199	0.126998	0
hsa-mir-4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4682	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-4683	0	0	0.4047	0.357631	0	0	0.161185	0.718588	0.515437	0	0	0	0.201365	0	0	0	0	0.352414	0	0	0.198563	0.161672	0.154856	0	0.217747	0.234952	0	0.49018	0.267645	0	0	0	0	0	0	0.281087	0.191788	0	0	0	0	0	0.146601	0	0	0.137501	0	0	0.446064	0	0.379996	0	1.166924	0.270178	0.367906	0	0	0.349068	0	0	0	0	0.321413	0	0	0
hsa-mir-4684	0	0	0.809399	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137594	0	0	0	0.191788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-4685	0	0	0	0.11921	0	0	0	0.359294	0.515437	0	0.298797	0	0	0	0.320244	0	0	0	0	0	0	0.323345	0.154856	0	0	0	0	0.326787	0.267645	0	0.386365	0.14596	0.137594	0.199382	0	0	0	0.27097	0	0	0.308198	0.681398	0	0.134329	0.171715	0	0	0.283459	0.223032	0	0.253331	0	0.259316	0	0	0.125151	0	0.116356	0	0.75577	0	0	0	0.196199	0.126998	0.214159
hsa-mir-4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4687	0	0	0	0	0	0	0	0	0	0	0.149398	0	0.402729	0.223044	0	0.18033	0	0	0.234403	0	0.198563	0.161672	0	0.291653	0.217747	0	0	0	0.53529	0	0.193183	0	0.137594	0.199382	0	0	0.383576	0.27097	0.238737	0.25553	0.308198	0.170349	0	0	0.171715	0	0.590136	0.283459	0.446064	0.321775	0.126665	0.219953	0	0	0.183953	0	0	0	0.223388	0	0	0	0	0.392398	0.253997	0.428318
hsa-mir-4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4690	0	0	0	0	0.209567	0	0	0	0	0	0	0	0	0	0.480366	0	0	0.176207	0.234403	0	0	0.161672	0	0	0	0.117476	0	0	0	0	0.579548	0	0	0	0.332027	0	0.191788	0	0	0	0.308198	0	0	0.134329	0	0	0.147534	0	0	0	0	0	0.259316	0	0.183953	0	0	0.232712	0	0	0	0	0	0.196199	0	0
hsa-mir-4691	0.278005	0.117718	0	0.11921	0	0	0	0	0	0	0.149398	0	0.201365	0	0	0	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0.150309	0	0	0	0	0	0	0	0	0.716212	0	0	0.170349	0	0	0	0	0	0	0.223032	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0.214159
hsa-mir-4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4699	0.973017	0.470872	0	0	0.209567	0	0	0	0.171812	0.517661	0.746991	1.044622	0.201365	0.892175	0	0	0.130541	0.176207	0.93761	0.250069	1.191379	0.161672	0.154856	0.291653	0.870988	0.117476	0	0.49018	1.070581	1.352779	0.193183	0.14596	0.137594	5.78207	0	1.967606	1.150727	0.812911	0.95495	0.766591	0.154099	1.533145	0.586405	0	0.34343	0.412503	0.147534	0.992108	0	0.321775	0	0.879813	0.129658	0.270178	0.183953	0.500603	0.605094	0.116356	0.670164	0	0	0.252245	0.321413	0	0	0
hsa-mir-4700	0	0	0	0	0	0	0	0	0.171812	0.172554	0.149398	0	0	0	0	0	0	0	0	0	0	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171715	0.137501	0	0.14173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0.214159
hsa-mir-4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125151	0	0	0	0	0	0	0.321413	0	0	0
hsa-mir-4703	0	0	0	0.11921	0.419134	0	0	0.119765	0	0.862769	0.149398	0	0	0	0	0	0	0.352414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137594	0	0	0.281087	0	0	0	0	0	0	0	0	0	0.137501	0	0	0	0	0.253331	0	0.259316	0	0	0.125151	0	0	0	0	0	0	0	0	0	0
hsa-mir-4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428318
hsa-mir-4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145777	0	0	0	0	0	0.137594	0	0	0	0	0	0	0	0.308198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4707	0.278005	0.235436	0.4047	0.23842	0	0	0.32237	0	0	0	0	0	0	0	0.160122	0	0	0.176207	0.468805	0	0.198563	0	0	0	0.217747	0.117476	0	0	0.267645	0.300617	0.193183	0	0.137594	0	0	0	0	0	0.238737	0.127765	0.154099	0.681398	0.146601	0	0.34343	0.275002	0	0.283459	0	0	0	0	0.259316	0.270178	0.735811	0	0	0.116356	0	0.302308	0.231983	0	0	0	0	0.428318
hsa-mir-4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4709	1.251021	0.824025	0.4047	1.192102	1.676537	1.646939	1.611852	1.077881	0.343624	0.690215	0.448195	1.305778	1.006823	1.784351	3.522683	0.18033	1.697036	0.704828	0.703208	0.500138	0.794253	0.970034	1.393704	1.312437	3.266204	0.352428	0.874663	5.555376	0.53529	1.954014	4.250018	1.16768	1.100753	1.19629	3.818312	1.967606	1.150727	1.490337	1.193687	2.555302	0.462298	3.406988	2.052419	4.432855	2.919157	1.375009	1.475341	3.684973	1.338192	0.643551	1.266655	0.659859	1.296582	2.701777	2.02348	1.877263	2.823772	0.465424	2.457268	1.209232	0.695949	0.756736	0.964238	2.354386	0.126998	3.426546
hsa-mir-4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116356	0	0	0	0	0	0	0	0
hsa-mir-4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4712	0	0	0	0	0	0	0.161185	0	0	0	0	0	0	0	0	0	0	0.176207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281087	0	0	0	0	0	0	0	0	0	0.137501	0	0	0	0	0	0	0	0	0	0	0	0.232712	0	0	0	0	0	0	0	0
hsa-mir-4713	0	0	0	0	0	0	0	0	0.171812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4714	0.695012	0.117718	0.809399	0.11921	0.838268	0.235277	0.644741	0	0.687249	0.172554	0.149398	0	0.201365	0.223044	0.320244	0	0.130541	0	0	0	0	0.161672	0.619424	0	0.435494	0	0	0.49018	0.267645	0	0	0.14596	0.275188	0.797527	0.664054	0.281087	0.575363	0.135485	0.238737	0.383295	0.616397	0.681398	0.146601	0	0.34343	0.550004	0.295068	0.425189	0	0.321775	0.379996	0.219953	0.518633	0	0	0.375453	0.806792	0	0	0.302308	0	0	0.642825	0.196199	0.126998	0.428318
hsa-mir-4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4716	0	0	0.4047	0	0.209567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219953	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0.214159
hsa-mir-4717	0	0	0.4047	0	0	0	0	0	0	0	0	0	0.201365	0	0	0	0	0	0	0	0	0	0	0	0.217747	0	0	0	0	0	0	0	0.137594	0	0	0	0	0	0.238737	0.127765	0	0	0.146601	0	0	0	0	0	0	0.160888	0.126665	0	0	0.270178	0	0	0	0	0.446776	0.151154	0	0	0	0	0.126998	0
hsa-mir-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4719	0	0	0	0	0	0	0.161185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428318
hsa-mir-4720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183953	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116356	0	0	0	0	0	0	0	0
hsa-mir-4723	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146601	0	0	0	0	0	0	0	0	0.219953	0.129658	0	0.183953	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4724	0	0.117718	0	0	0	0	0	1.317411	0.687249	0	0.149398	0	0.201365	0.223044	0.160122	0.36066	0.130541	0	0	0.250069	0	0.161672	0	0.291653	0	0.117476	0.145777	0	0.267645	0	0	0	0	0	0	0	0	0	0.238737	0.127765	0	0.340699	0	0.134329	0.171715	0	0	0	0	0.321775	0.506662	0.219953	0.388975	0	0.183953	0	0	0	0.223388	0.151154	0	0	0.321413	0.392398	0	0
hsa-mir-4725	0	0	0	0	0	0	0	0	0	0	0	0.261156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135485	0	0	0	0	0	0	0	0	0	0.14173	0	0	0.126665	0	0.259316	0	0	0	0	0	0	0	0	0	0	0	0	0.428318
hsa-mir-4726	0	0	0	0.23842	0	0	0.161185	0.359294	0	0	0.149398	0	0	0	0.160122	0.18033	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0	0	0	0	0	0.191788	0.135485	0	0.25553	0	0	0	0	0	0	0	0.425189	0.223032	0.160888	0	0	0	0	0	0	0	0	0	0	0	0.252245	0	0.196199	0	0.428318
hsa-mir-4727	0.139002	0.117718	0	0.476841	0.209567	0.235277	0	0.359294	0	0.345108	0.448195	0	0	0	0	0	0	0.528621	0.234403	0	0	0	0.309712	0.291653	0	0.117476	0	0.326787	0	0	0.193183	0.14596	0	0.598145	0.166014	0.281087	0	0.27097	0	0.638825	0	0.170349	0	0.134329	0.34343	0.137501	0	0.566919	0.223032	0.321775	0.126665	0	0.388975	0.540355	0	0.125151	0	0.232712	0	0	0	0.252245	0	0.196199	0.126998	0.214159
hsa-mir-4728	0	0.353154	0	0.357631	0	0	0.161185	0.958117	0.687249	0.172554	0.149398	0.261156	0	0.223044	0.320244	0.36066	0	0.352414	0.703208	0	0.59569	0	0.154856	0.874958	0.435494	0.234952	0.145777	0.326787	0	0.150309	0.193183	0.58384	0.550376	0.199382	0.830068	0	0	0.812911	0	0.766591	0.308198	0.511048	0	0.134329	0.34343	0	0.147534	0.283459	0.669096	0	0.633327	0	0.518633	0.270178	0.551858	0.250302	0	1.047205	0	0.151154	0	0	0.321413	0.196199	0.888988	0.428318
hsa-mir-4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4731	0	0	0.4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4732	0.139002	0.470872	2.023498	1.430523	0.628701	0.705831	0.805926	0.598823	2.748995	0.517661	3.585558	1.566933	4.631388	1.338263	7.205489	3.065612	0.783247	0.176207	0.468805	1.250345	0.397126	0.485017	17.963297	1.020784	3.266204	0.469904	0	3.104475	2.408807	0.601235	1.545461	1.897479	0.412782	0	0.332027	0.84326	0.383576	0.27097	0.95495	1.149886	0.154099	8.687821	0.146601	0.940302	1.373721	0.825005	1.032739	8.220325	0	3.056866	0.886658	1.979578	6.353252	1.891244	0.551858	0.375453	4.639054	8.37764	0.893552	0.604616	0.927932	0.756736	3.535539	1.373392	0.507993	0.214159
hsa-mir-4733	0.139002	0	0	0	0.209567	0.470554	0	0	0.171812	0.172554	0.597593	0	0	0	0	0	0.130541	0.176207	0	0.250069	0	0	0	0.291653	0.217747	0.352428	0	0	0.267645	0	0.193183	0.29192	0.137594	0.199382	0.166014	0.281087	0	0.135485	0	0	0.616397	0.340699	0	0	0.34343	0	0.147534	0.14173	0	0.160888	0.506662	0	0	0	0	0.375453	0	0	0.223388	0	0	0	0	0	0.126998	0
hsa-mir-4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281087	0.191788	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253331	0	0	0	0	0	0	0.465424	0	0.151154	0	0	0	0	0	0.214159
hsa-mir-4735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4736	0	0	0	0	0	0	0	0	0	0	0	0	0.201365	0	0	0.54099	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0.14596	0	0	0	0.281087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4737	0	0	0	0	0	0	0	0	0.171812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4738	0.139002	0	0.809399	0	0	0.705831	0	0.119765	0	0	0.149398	0	0	0	0	0.18033	0	0	0	0	0.198563	0	0	0	0.435494	0.352428	0	0	0	0.150309	0	0	0	0	0	0.562173	0	0	0	0	0.154099	0	0	0	0	0	0	0	0	0	0.126665	0	0.129658	0	0	0	0	0.116356	0	0	0	0	0	0	0	0
hsa-mir-4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160122	0	0	0	0	0	0	0	0	0.145826	0	0.117476	0	0	0.267645	0	0	0	0	0	0	0.281087	0	0	0	0	0.154099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-4741	0	0.117718	1.214099	0.11921	0.419134	0	0.161185	0	0	0	0.149398	0	0	0	0.320244	0.36066	0	0	0	0	0.198563	0	0	0	0	0.469904	0	0	0.53529	0	0	0.58384	0	0.199382	0	0.84326	0	0.135485	0	0	0	0	0.146601	0.134329	0	0	0	0.14173	0	0.321775	0	0.439906	0.129658	0	0	0	0	0.116356	0.223388	0.151154	0	0	0	0.196199	0	0
hsa-mir-4742	0	0.117718	2.023498	0.834471	0	0.235277	0.161185	0.958117	0.171812	0.345108	0.448195	0	0.201365	0.223044	0.80061	0.18033	0.261082	0.528621	0.234403	0.500138	0	0	1.083992	0	0	0	0.291554	0.49018	0	0	0.193183	0	0.137594	0	0.332027	0	0.191788	0.27097	0.477475	0.25553	0.308198	0	0.293203	0.671645	0.515145	0	0.295068	0.14173	0.446064	0.321775	0.506662	0	0.907607	0	0.551858	0.250302	0.201698	0.349068	0	0.302308	0.927932	0	0.642825	0.196199	0	0.642477
hsa-mir-4743	0	0	0	0	0	0	0	0	0	0	0	0.261156	0	0.223044	0	0.18033	0	0	0	0	0	0	0	0	0	0	0	0.326787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0	0	0	0	0	0.127765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4745	0	0	0.4047	0	0	0	0	0.359294	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0.217747	0	0	0	0	0	0	0	0	0	0.166014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223032	0	0.379996	0	0.129658	0.270178	0	0	0	0	0.223388	0	0	0	0	0	0	0.642477
hsa-mir-4746	0.834014	0.235436	3.642297	0.476841	0.419134	1.176385	0.644741	0.359294	0.859061	0.690215	0.597593	0.261156	1.409553	1.115219	2.882196	1.262311	0.522165	0.528621	0.468805	1.500414	0.59569	0.161672	2.477696	1.020784	0.870988	0.234952	0.145777	0.49018	2.141161	0.450926	1.159096	0.58384	0.825565	0	0.996081	0.84326	4.794695	1.490337	3.581061	0.51106	0.308198	2.044193	0.293203	0.402987	0.34343	1.100007	0.590136	1.417297	0.446064	0.804438	0.633327	0.439906	1.555898	0	1.287669	0.375453	0.806792	1.512629	1.11694	0.906924	0.695949	0.50449	0.964238	1.373392	0.253997	1.713273
hsa-mir-4747	0	0	0	0	0	0	0	0	0	0.172554	0	0.261156	0	0.223044	0	0	0	0	0	0	0	0	0.309712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145826	0	0	0	0	0	0	0	0	0.137594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-4749	0.139002	0	0	0	0	0	0	0.119765	0.171812	0.172554	0	0	0	0	0.160122	0.18033	0	0.176207	0	0	0	0	0	0	0.217747	0.117476	0	0	0	0	0.193183	0	0	0	0	0	0	0.135485	0	0	0	0	0	0	0.171715	0	0.147534	0	0	0.160888	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
