miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-767	0.312565	0.303774	0	21.999384	0	0	1.08964	0.630331	0.270825	0	0.621057	0.237997	0.389505	3.520182	0.589639	9.53098	1.781881	6.67451	0.473389	3.717058	4.866969	0	0	0.127967	12.927037	0.885099	2.515878	1.521004	0.313087	5.189843	0.949172	0	0	0.81648	16.050342	4.337792	0	12.038957	0.779337	11.290919	0.170207	2.332385	0.672824	230.469858	0.105695	1.659041	0	0.561445	0.133474	0.895977	0	2.384968	0	2.284471	35.163553	0.279674	0.547978	0.215837	0	5.057282	1.393247	27.890046	0	0.312765	1.756713	0.598479	13.87906	1.103209	0.104414	0	0.989372	0.651834	0.444155	2.650641	10.913511	1.399975	0.149582	0.101121	0	0.156538	0.456493	0.845415	24.632535	0	3.552162	2.291529	0.362869	0.107132	0.985418	0.571505	0.09895	2.436625	0.674414	0.116346	0.609443	7.77173	0.277776	0	0.093716	0	1.394478	0.674005	0	6.918666	0.187773	0	0.595741	1.33973	1.450813	0	1.261775	15.098005	9.441605	12.698759	6.976329	0	0.235577	1.002516	3.471684	5.500038	4.546684	1.401794	2.519091	0	0.401832	0
hsa-mir-769	10.314653	15.492455	27.828653	18.999468	9.211253	12.511978	5.448198	11.976282	14.624559	17.572485	12.509866	11.840371	18.863186	15.488799	20.24428	15.110091	19.244312	48.462744	20.947477	20.792296	6.73888	22.703576	27.362961	9.981405	23.616701	3.39288	10.725586	18.083051	15.863083	23.930943	12.339232	7.30853	20.57517	19.085232	14.044049	24.252202	11.700568	33.107132	22.678715	32.743665	13.999512	12.245019	10.476838	9.203129	17.915231	23.09895	23.520783	17.124074	22.423599	16.127587	21.015883	18.781621	9.843474	18.81969	15.495803	13.890493	18.63124	19.857012	8.877403	13.703602	41.379443	27.29026	6.105388	15.429763	21.833431	13.765008	26.370214	11.399829	46.255314	15.319381	20.9417	28.21508	8.14285	15.903847	15.848316	12.599777	20.791837	29.830836	15.349589	16.749546	17.803241	15.942118	27.692478	19.847693	26.641215	23.551824	44.451428	15.855519	18.230227	11.572979	12.170837	7.797199	22.480468	16.2885	21.787601	23.315189	24.999847	8.832	16.962673	5.987744	40.997647	17.074803	8.396521	13.145466	21.969407	10.405045	6.553151	16.650928	17.167959	25.657075	23.973718	18.973429	19.609488	11.778559	21.609606	20.832284	22.615416	8.354304	26.716876	13.122899	17.192147	15.069287	27.029171	14.321308	36.265312	27.701948
hsa-mir-770	0.937696	0	0	2.666592	0	0.181333	0	0.315165	0	0	0	0.059499	0	0	0.196546	0	0	0	0	0	0	0.574774	0	0.127967	0	0	0.132415	0.169	0	0	0	0	0	0	0.501573	0.197172	0.124474	0.231518	0.62347	0.282273	0	0	0.288353	0.097906	0	0.127619	0	0	0.266948	0	0.272934	0	0	0	0	0.093225	0.182659	0.215837	0.155744	0.163138	1.950546	0.399857	0.196948	1.251062	0.250959	0.448859	0.308424	0	0	0.090114	0.494686	0.04656	0	0.160645	0.0949	0	0	0.202243	0	0	0.182597	0.120774	0	0	2.220101	0.89115	0.362869	1.499846	0	0	0	0	0	0.232693	0	0.803972	0.277776	0	0	0	0.055779	0.449337	0.466473	0.5189	0	0.945913	0	0	0.241802	0	0.540761	0	1.452555	0.55212	0	0	0.235577	0	0.301886	0	0	0.233632	0	0	0	0
hsa-mir-7702	0	0.303774	0	0	0	0.181333	0.363213	0.315165	0	0.864221	0	0	0	0.176009	0.196546	0	0	0	0	0	0.374382	0	0	0	0.248597	0	0.264829	0	0	0.576649	0.632781	0	0	0	0	0	0.124474	0	0	0	0.085103	0	0.192236	0	0.052847	0	0.228357	0	0	0.298659	0.136467	0	0	0.108784	0	0	0	1.726697	0.311488	0	0.139325	0.099964	0.196948	0.20851	0	0	0	0	0.104414	0	0	0.04656	0	0.080322	0.0949	0	0	0.101121	0	0.156538	0	0.120774	0	0	0.44402	0.254614	0	0.107132	0	0	0	0	1.124023	0	0.152361	0.267991	0	0	0	0	0	0	0.466473	0	0.187773	0.945913	0	0	0	0.596676	0	0.242214	0.363139	0	0.170154	0	0	0	0.150943	0	0	0.350449	0.136167	0	0.100458	0.274277
hsa-mir-7703	0	0	0	0	0	0	0	0.315165	0	0	0	0	0.055644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140361	0	0	0	0	0	0.108784	0	0	0	0	0	0.163138	0	0	0.196948	0	0	0	0	0	0	0	0.082448	0	0	0	0	0.466658	0	0	0	0	0	0.120774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7705	6.56387	0	0.246271	1.66662	0.101223	0.453333	2.179279	2.836488	0.812476	1.440368	0.088722	0.475995	0.61208	0.352018	0	0.697389	0.356376	0.580392	0.828431	0.348474	0	0.862161	0	0.127967	0.745791	0.147517	0.529659	0.338001	0.41745	0.864974	0.474586	1.879336	0.183707	0.40824	4.012585	0.197172	0.373422	0	0.935205	0.564546	0.170207	1.749288	0.288353	0.489528	0.951251	0.382856	0	0.421084	0.133474	0	0.272934	0	1.44757	0.108784	0.397328	0.279674	2.191911	1.295023	0	0	0.696624	0.799715	1.181688	0.312765	0.752877	0.299239	0.154212	4.412837	1.148552	0.540684	0.329791	0.465595	0.444155	0.32129	0.3796	4.666584	4.637028	1.213458	0	0.782689	0.730389	0.483094	0.305994	0.431472	0	0.763843	0.544303	0.428528	0.098542	0.142876	0.1979	4.873249	0.449609	0.581732	0.07618	0.535981	0	0.736	0.187433	9.580391	0.111558	0	8.396521	0.5189	0.657204	5.675479	1.340417	0	0.725407	0	1.261775	0.242214	0.363139	0.55212	0.340309	0.434006	1.413464	0.167086	0.452828	0.289476	0.142084	0.350449	0.136167	0	0	0.548553
hsa-mir-7706	65.638702	0.911321	2.955255	11.999664	0.202445	5.530657	53.392339	40.656325	2.708252	27.943132	6.920351	4.878947	2.281388	2.112109	2.948196	7.438814	2.494633	6.819608	9.231091	5.575588	8.236409	2.011709	4.76969	0.639834	15.910199	0.147517	2.251049	7.774022	9.392615	7.49644	3.00571	10.440757	7.348275	5.000943	64.702941	1.478793	3.858698	10.418328	3.117349	10.4441	2.127585	23.712577	5.286478	4.69947	3.857852	5.742833	5.480571	2.526503	1.868633	8.063794	1.091734	2.832149	7.237849	8.267609	6.754581	6.805409	37.993116	5.395927	1.557439	6.525525	13.932472	5.797931	31.117786	6.359564	6.273974	1.645816	6.168471	15.44493	7.204552	2.973762	12.037355	7.775443	1.776622	1.606449	3.606204	68.598788	1.346234	6.067289	4.00424	3.913445	3.195453	2.536246	0.917983	6.903546	10.656486	12.730716	1.270041	1.285583	2.266461	2.286021	1.880048	11.208473	1.798437	4.304818	2.056871	25.191124	4.444417	2.944	3.373791	53.889699	2.008048	2.696022	63.440381	19.545233	1.971613	34.052874	0.595741	5.358919	2.418022	11.933523	1.982789	7.185682	18.883211	4.04888	2.212007	9.54813	17.668294	2.172119	2.113199	3.377217	1.562922	4.205382	1.429755	0.72513	3.315112	3.291321
hsa-mir-7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7844	0.312565	0.303774	0.246271	0.666648	0.303668	0.090667	1.08964	1.260661	0	0	0	0.178498	0.111287	0	0.393093	0	0	0.145098	0	0.348474	0	0	0	0	0.248597	0.147517	0.264829	0.169	0.208725	0.288325	0.158195	0.626445	0	1.530901	1.50472	0.197172	0	0.231518	0.077934	0	0.127655	0	0	0.097906	0.158542	0.127619	0	0	0.266948	0	0	0.298121	0.289514	0	0	0.093225	0	0.431674	0.155744	0.163138	0	0	0.393896	0	0.501918	0.14962	0	0.735473	0	0.090114	0.164895	0.186238	0.296104	0.080322	0	1.399975	0	0	0.333687	0	0	0	0	0	0	0	0	0.214264	0	0	0	0.487325	0.224805	0	0.07618	0	0	0.315429	0	0	0.111558	0	0.932947	0.172967	0.281659	1.41887	0	0	1.450813	0.596676	0.180254	0.40369	0	0	0.510463	0	0.117789	0.334172	0	0	0	0.350449	0	0	0	0
hsa-mir-7845	1.562826	0	0	0	0	0.181333	0.363213	0.315165	0	0	0	0.237997	0.111287	0	0	0	0.356376	0	0.236695	0.116158	0.374382	0.287387	0	0	0	0.147517	0.132415	0.169	0.104362	0	0.158195	0	0.091853	0	0	0.098586	0	0.231518	0.077934	0.282273	0.127655	0.194365	0.096118	0	0	0.127619	0	0	0	0.298659	0	0	0	0.108784	0	0.18645	0.182659	0	0	0.163138	0.139325	0	0	0.20851	0	0	0.308424	1.103209	0.104414	0.360456	0	0.04656	0.148052	0	0	0.466658	0.149582	0.101121	0.333687	0.156538	0.091299	0.241547	0	0	0	0.127307	0	0.428528	0	0	0	0	0	0.349039	0	0.267991	0.277776	0	0.093716	0.598774	0	0.449337	0	0.172967	0.375545	1.41887	0.148935	0	0	0	0.721014	0	0.726277	0	0	0.217003	0.117789	0	0	0.096492	0	0.116816	0.068084	0	0.200916	0
hsa-mir-7846	0	0	0	0	0	0	0	0.315165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042552	0	0	0	0	0	0	0	0	0	0.136467	0	0	0	0	0	0	0	0	0	0	0.099964	0	0	0	0	0	0	0	0	0.082448	0	0	0	0	0	0	0	0	0.156538	0	0	0	0.143824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10206	0	0	0	0	0	0	0.042552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7850	0	0	0	0.333324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118347	0	0	0	0	0	0.248597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052847	0	0	0	0	0	0	0.14906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04656	0	0	0	0	0	0	0	0	0	0	0	0.143824	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210286	0	0	0	0	0	0	0	0.472957	0.148935	0	0	0	0	0	0	0	0	0	0.117789	0	0	0	0	0	0	0	0	0
hsa-mir-7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7854	0	1.518868	0	0	0.101223	0.362666	0	0.315165	0	0.288074	0.088722	0.118999	0.222574	0	0	0	0.712752	0.435294	0.828431	0.348474	0.748764	0	0.251036	0.127967	0.248597	0.147517	0	0.676002	0.313087	0.576649	0.158195	0	0	0	1.003146	0.394345	0.373422	0.231518	0.389669	0.282273	0.25531	0.388731	0.192236	0.195811	0.528473	0	0.685071	0.280723	0.266948	0	0.545867	0.14906	0.289514	0.217569	0.595992	0.093225	0	0	0.155744	0.163138	0.417974	0.299893	0	0.834041	0.250959	0.299239	0.462635	0	0.730897	0.45057	0.247343	0.093119	0	0	0.3796	0.933317	0	0.303364	0	0.313076	0	0.241547	0.305994	0	0	0.127307	0.544303	0.214264	0.197084	0.142876	0.09895	0	0.224805	0	0.304722	0.535981	0	0.210286	0.187433	0	0.111558	0	0.466473	0	0	0	0.148935	0.19139	0	1.193352	0	0.322952	0	0.55212	0.510463	0.217003	0.353366	0.167086	0	0	0.284168	0.233632	0.204251	0	0.200916	0.548553
hsa-mir-7855	0	0	0	0	0	0	0.363213	0.315165	0	0	0	0.059499	0.111287	0.176009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208815	0	0	0	0	0	0	0	0	0	0	0.096118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080322	0.0949	0	0	0	0	0	0	0	0	0	0	0.127307	0	0	0	0.142876	0.09895	0	0	0	0	0	0	0	0	0.598774	0	0	0.932947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7973-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7973-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7974	0	0	0	0	0	0	0.363213	0.630331	0.270825	0.288074	0.266167	0.118999	0.055644	0.352018	0.393093	0.929852	0.356376	0.290196	0.236695	0.348474	1.497529	0	0	0.127967	0.248597	0	0	0	0	0	0	0.208815	0.183707	0	0.501573	0	0	0	0	0.564546	0.085103	0.194365	0	0.293717	0.105695	0.127619	0	0.280723	0	0.298659	0	0	0	0.108784	0	0.279674	1.095955	0.215837	0	0.163138	0.139325	0	0	0.104255	1.003836	0.14962	0	2.206419	0	0.360456	0	0.04656	0.148052	0	0	0.933317	0.448745	0	0	0	0.639091	0.241547	0.152997	0	0.22201	0.509229	0.362869	0.107132	0	0	0	0	0.224805	0.232693	0	1.339953	0.277776	0	0	2.993872	0.223116	0	0.466473	0.172967	0.187773	0	0	0.19139	0	0	0	0	0.363139	0.36808	0	1.519021	0.117789	0.167086	0.150943	0.096492	0.142084	0	0.136167	0	0.602748	0.274277
hsa-mir-7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7976	0	0	0.246271	0	0	0	0	0	0	0	0.088722	0.118999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169	0	0.288325	0	0	0	0	0	0.098586	0	0	0.155867	0	0.042552	0	0	0.097906	0	0	0.228357	0.140361	0	0	0	0.14906	0	0	0	0	0	0.215837	0	0.326276	0	0.099964	0	0	0	0.14962	0	0	0	0.090114	0.082448	0	0	0.080322	0	0	0	0.101121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116346	0	0.267991	0	0	0	0	0	0	0	0.172967	0.093886	0	0	0	0	0	0	0	0.363139	0	0	0	0	0	0	0	0.142084	0	0	0.181282	0	0
hsa-mir-7977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7978	0	0.607547	0	0	0	0	0	0	0	0	0	0	0	0	0.393093	0	1.069128	0	0	0	0	0.574774	0	0	0	0	0	0	0.104362	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192236	0	0	0	0	0.140361	0	0	0	0	0	0	0	0.093225	0	0	0	0.163138	0	0	0	0.104255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098542	0	0	0	0	0.232693	0	0.803972	0	0	0	0	0.055779	0	0	0	0.093886	0	0.148935	0	0	0.596676	0.180254	0	0	0.18404	0	0	0.117789	0	0	0	0	0	0	0	0	0.274277
hsa-mir-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068084	0	0	0
hsa-mir-8052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
